qid,label
Q62086333,Water Development Department of Cyprus
Q62085969,Edicions del 1979
Q1442833,Frank & Timme
Q1335379,Emerald Publishing Limited
Q992121,Bruckmann Verlag
Q1357899,Jan Karafiát
Q2944238,Cengage Learning
Q1616109,Het Spectrum
Q633529,Erasmus University Rotterdam
Q61598996,Boydell Press
Q59036008,Smithsonian Institution Scholarly Press
Q3777164,Grove Press
Q5168538,Copernicus Publications
Q5498357,Frederick Marriott
Q3091303,Futuropolis
Q2825037,Adrian Moetjens
Q3403508,Princeton Architectural Press
Q3579197,A. Pedone Editions
Q4363832,Piter
Q12040358,Triton
Q5627381,Esaias Edquist
Q4583472,Danish Health Authority
Q3961326,StreetLib
Q5114318,Chrudim Regional Museum
Q3621216,Aracne
Q3633270,Baldini&Castoldi
Q5166718,Conway Publishing
Q5301168,Douglas & McIntyre
Q4791314,Arizona Geological Society
Q28912427,Spottiswoode & Co.
Q210081,Walters Art Museum
Q9344951,Stefan Demby
Q28842257,Charles Delagrave
Q28842766,Bursík a Kohout
Q64211723,l'Épi
Q6776398,Miskal Publishing and Distribution
Q6079378,Plaza & Janés
Q6515870,Leeds City Council
Q1197895,Pennsylvania Railroad
Q2156870,Robert Denoe͏̈l
Q2601742,Ministry of Defense of Argentina
Q3504011,Finnish Association of Architects
Q1798541,La Plata Museum
Q81651092,HarperTeen
Q64577845,Secretaria da Cultura e Turismo do Estado da Bahia
Q64570005,Nelson Historical Society Inc
Q64410320,Stanké Editions
Q64513387,Dar El-Jaleel for Publishing
Q64495431,Nakladatelství Crew
Q64495447,Svoboda Bohuslav - Polaris
Q7417685,Sang-e-Meel Publications
Q7449579,Semiotext(e)
Q7859199,Two Roads
Q2910098,Boni & Liveright
Q60607229,Du Pont
Q60642565,Roli Books
Q60642664,Penguin India
Q1485309,Verlag Westfälisches Dampfboot
Q17145804,Notion Press
Q26454382,Ponthieu
Q3187850,Juan de la Cuesta
Q3579600,Éditions de l'Olivier
Q3579441,Métailié
Q3436158,Swedish Institute for International Affairs
Q5179058,Coventry City Council
Q6629012,Carmel Publishing House
Q12400664,Sotelo Blanco Edicións
Q10557178,Leopard förlag
Q240649,Dirk Martens
Q5818613,Editorial Círculo Rojo
Q22056638,Henri Schelte
Q63477635,Neno
Q61855663,Praeger
Q63686477,Birthmoon Creations
Q63708827,Classic Day Publishing
Q808714,Barony Rosendal
Q3563550,"Faculty of Arts, Charles University in Prague"
Q8772134,Editorial Moll
Q19283698,Gebrüder Borntraeger Verlagsbuchhandlung
Q23308,British Library
Q61687263,historical society Kirkkonummen
Q61658945,Costume & Fashion Press
Q61685723,Jewish community in Ostrava
Q61657505,Pädagogischer Verlag Schwann-Bagel
Q1184633,Delphin-Verlag
Q1165843,Dargaud
Q1226248,Société Asiatique
Q7528648,Richard Phillips
Q6144129,James Thin
Q10692127,Tekniska Föreningen i Finland
Q5450757,Academic Engineers and Architects in Finland - TEK
Q23825866,"Sherwood, Jones, and Co"
Q16324264,P.G. Philipsens Forlag
Q16650804,Kurt Wolff Verlag
Q19457472,Luis Tasso
Q19446765,Imprenta Nacional
Q31696985,Archives de la Guadeloupe
Q65112866,Knihtiskárna Josefa Koláře
Q56481285,Ian Thwaites
Q24685745,Gabriel de Sancha
Q65007862,Československý kompas
Q1507630,La Nación
Q2083868,Egmont
Q1501353,Paul Steegemann
Q10970763,Dar Almaref
Q30270856,American Psychiatric Association Publishing
Q60654230,Bloomsbury India
Q4038447,Experimenter Publishing
Q1244838,GRIN Verlag
Q20804311,Arthur Rousseau
Q15056955,Berkley Publishing Group
Q8560221,Diputación Provincial de Gerona
Q10571982,Östergötland County Administrative Board
Q8026708,Wipf and Stock
Q16802250,Alexandre Lachevardière
Q6261784,John Van Voorst
Q81137,Olomouc
Q53673213,Stanisław Siedlecki
Q64066476,Djøf Publishing
Q55383467,Koehler & Amelang
Q63790632,Formát
Q63967622,Občanská knihtiskárna
Q63861471,Litteris Editora
Q63790644,Maitrea
Q64025118,Chalice Press
Q935090,London Recordings
Q3240764,Shell Oil Company
Q422208,Wageningen University & Research
Q28739648,George Cowie
Q23654030,"Sherwood, Neely, and Jones"
Q24203928,George Philip & Son
Q1757,Helsinki
Q5230412,David & Charles
Q7915204,Vantage Press
Q7688798,Taunton Press
Q5109058,Christchurch Art Gallery
Q7855958,Turner Publishing Company
Q5545506,George Virtue
Q367205,Taschen
Q65141895,Emitos
Q65494590,Verso
Q65370386,Okresní válečná úřadovna pomocná
Q65113166,Publisher Jindřich Lorenc
Q2507378,Walter Lawry Buller
Q1648062,Alexander-Martin Sardina
Q2174585,African Studies Centre Leiden
Q2065931,Pearson
Q1554442,Tectum Wissenschaftsverlag
Q2046319,National Museum Wales
Q30103625,Debolsillo
Q64697862,Joannes Maire
Q41269201,Hans  Liefrinck
Q64699653,J. Labitte
Q55913825,François Georges Levrault
Q62559998,Státní úřad statistický
Q1191417,Department of Conservation
Q1938327,Blackie and Son
Q728116,Folger Shakespeare Library
Q3960600,Silvana Editoriale
Q12027721,Kalich
Q5321416,E-International Relations
Q6275104,Jones & Bartlett Learning
Q6978140,National Roman Legion Museum
Q6420723,Pearson Education
Q7192808,Pieter Mortier I
Q37108111,Parram
Q95387785,St. Vladimir's Seminary Press
Q391537,National Historic and Artistic Heritage Institute
Q453381,Amalthea Signum Verlag
Q106823716,Mitra o Ghosh Publishers Private Limited
Q18286681,Dietrich Reimer Verlag
Q59618031,Blackwell Publishing
Q28104173,"Litwin Books, LLC"
Q41567572,Prachatice Museum
Q62414627,aquaZZ
Q2860540,Archives municipales de Toulouse
Q2037040,University of Alicante
Q149990,University of Rochester
Q1809071,Design Museum Gent
Q1750463,European Association of Geoscientists and Engineers
Q1492049,Galiani Verlag
Q51452513,Arco
Q55836444,Louis-Alexandre Jombert
Q16162154,Museum of Kroměříž
Q869231,Corvina Kiadó
Q848466,courier
Q1493099,Gamescience
Q1285902,University of Pennsylvania Museum of Archaeology and Anthropology
Q3203291,L'Esprit frappeur
Q3188610,Jules Gay
Q3349906,Ohta Publishing
Q5401944,Estyn
Q118082,Marc-Michel Rey
Q61718202,Heiwa Bunka
Q61721916,J. Blanchon
Q61713920,Mutual Chemical Company
Q61451912,"Lippincott, Grambo & Co"
Q11548433,Suiseisha
Q30264717,Pasold Research Fund
Q11293161,Oakla Publishing
Q61467153,Gunter Narr Verlag
Q2905190,Bjo Trimble
Q3405970,Gwasg Carreg Gwalch
Q3075494,Fondation Maison des Sciences de l’Homme
Q3375355,Pergamon Press
Q5362117,Seikyūsha
Q6748462,Maney Publishing
Q7003498,"Nevada State Museum, Carson City"
Q4796410,Arsenal Pulp Press
Q3579291,Éditions Cépaduès
Q7419800,"Institute of Contemporary Art, Los Angeles"
Q11918002,Edicions de la Magrana
Q3579214,Éditions Alphil - Presses universitaires suisses
Q6512898,Lee & Shepard
Q7096097,Open Humanities Press
Q24331017,William Owen
Q10679862,Internet Infrastructure Foundation
Q10636248,Politisk Revy
Q7894245,Universidad Autónoma del Estado de Hidalgo
Q3080414,Framasoft
Q3136957,Ministry of Culture and Tourism
Q3579489,Privat Editions
Q3579248,Éditions Berger-Levrault
Q6367427,Kar-Ben Publishing
Q7257286,PublicAffairs
Q5268506,Dey's Publishing
Q849759,Punch
Q4885174,BenBella Books
Q65555143,Fundação da Casa de Brangança
Q19448017,Press of Juan Mariana y Sanz
Q45029787,Bailly-Baillière
Q64812853,Press of Marin
Q62078607,Publishing house Alois Wiesner
Q65551758,Press of Francisco Xavier Garcia
Q65556236,Imprenta nueva de la Bibliotheca Mexicana
Q65923738,"Adam, Stevenson & Co."
Q892825,Bonnier Group
Q65587675,Press La Renaixensa
Q65681742,Společnost přátel starožitností českých
Q65598571,Archon Books
Q65706520,CPress
Q65681641,Ministry of Posts and Telegraphs
Q65682078,Umělecké nakladatelství Josef Zeibrdlich
Q65683934,Pejša & spol.
Q66004663,A. Chossonnery
Q65659117,Marriage Law Reform Association
Q65682578,Vendels förlag
Q2367019,Statistics Norway
Q5199518,Cymdeithas Lyfrau Ceredigion
Q881194,Franckh-Kosmos
Q939090,United States Atomic Energy Commission
Q64761049,Joseph Crukshank
Q64785225,A. Faivre
Q30512316,Well Hall
Q64807730,Jean Mossy
Q64770779,Castle Studies Research and Publishing
Q64801707,Pierre Chambon
Q3287340,Marabout
Q3579203,éditions Agone
Q7161332,Pelgrane Press
Q4558777,Edwin Mellen Press
Q5886430,Grupo SM
Q6102145,Royal Spanish Mathematical Society
Q5376976,Energy Research and Development Administration
Q7552374,Society of Antiquaries of Scotland
Q7799952,Thế Giới Publishers
Q3707886,Dino Audino editore
Q4013100,Vincenzo Batelli
Q63090035,Expressão e Cultura
Q57610591,Welsh National Centre for Religious Education
Q68930367,William Wells
Q63975170,Bryntirion Press
Q21096327,Springer Nature
Q68931636,Thomas Baker Wait
Q63975038,Cyhoeddiadau'r Gair
Q13128820,Gwasg y Bwthyn
Q55286564,CAA
Q20593722,Rily Publications
Q14508502,Dref Wen
Q67181188,Dalen Newydd
Q67180232,Atebol
Q12360739,De Gruyter Mouton
Q5896623,Honno
Q214867,National Gallery of Art
Q2739646,Order of the Eastern Star
Q5347494,Effingham Wilson
Q3229594,Leo S. Olschki Editore
Q7984073,Wesleyan University Press
Q28493787,Éditions Ring
Q66862664,William Hazen Freeman
Q69672304,Ediciones Polígrafa
Q69673232,Alpine Fine Arts Collection
Q67083546,Narr Francke Attempto Verlag
Q67074718,Nord Patrimoine Éditions
Q29637,Škoda Auto
Q66973062,Bengal Orphan Military Press
Q5003044,Butterworth–Heinemann
Q16943894,Arthur Spenser Loat Farquharson
Q42306930,P.N. van Kampen
Q67007817,West Bengal Heritage Commission
Q463465,American Bar Association
Q3125445,Hachette Jeunesse
Q3210606,La Martinière Groupe
Q671466,Ternberg
Q10587274,Modernista
Q7542657,Small Beer Press
Q2868878,Atelier national de reproduction des thèses
Q3031850,Fondo de Cultura Económica
Q16947116,Ohio University Press
Q15053018,Brown Books
Q128896,Advanced Micro Devices
Q836464,Rütten & Loening
Q1062574,Chaosium
Q69505871,William Whyte & Co.
Q20010090,Editrice la scuola
Q61857320,Jan Svátek
Q69514645,"William Curry, Jun., and Co."
Q56874468,Africa World Press
Q13128815,Gwasg Gee
Q1054413,Centre for the Study of Democracy and Culture
Q1266653,Dupuis
Q1235594,University of Lleida
Q1064108,Charles Dezobry
Q67180263,Gwasg Helygain
Q67188999,C. & R. Baldwin
Q19444014,G.W. Dillingham Co.
Q20820882,An Clóchomhar
Q41360440,Benoît Morin
Q51955103,Vincenzo Accolti
Q67197203,Les Éditions Céline
Q67185110,Tvořivá škola
Q67131837,CERM
Q248,Intel
Q67202874,Alexander Thom & Co. Ltd
Q1443048,John Exshaw
Q7951145,WJEC
Q756420,Mills & Boon
Q459026,University of Rennes 2 – Upper Brittany
Q631844,Swedish National Heritage Board
Q2749558,Universidade Federal do Ceará
Q2871395,Auguste Sautelet
Q5112524,Christopher Helm
Q4362574,William Pickering
Q5518896,Gallaudet University Press
Q5053259,The Catholic University of America Press
Q4914098,Binford & Mort
Q4971161,British Transport Films
Q4745309,American University in Cairo Press
Q4952408,Boydell & Brewer
Q16932218,South Glamorgan County Council
Q3090419,Frémok
Q3152303,Institut français du cheval et de l'équitation
Q5553672,Gestalten
Q12040354,Nakladatelství Karolinum
Q16684441,Éditions du Tricorne
Q12193673,Al-Maktabah Al-ʿAṣriyyah
Q1881756,Gillis Coppens van Diest
Q2896474,International Federation of Associations of Anatomists
Q3401776,Pont Books
Q66485965,Klub přátel Boskovic
Q66485968,Albert
Q66540816,Spolek architektů a inženýrů v království Českém
Q66562002,Adam Kaczurba
Q55085741,IVP Academic
Q66809842,J. Delage
Q66829235,Casa da Palavra
Q63413134,Digital Press
Q66552541,Secretaria de Estado da Cultura do Espírito Santo
Q319761,Aberystwyth University
Q28132648,Vlastina Svátková
Q24238356,unknown
Q51683923,Joseph Johnson
Q7568790,South Wales Record Society
Q56180307,Welsh Library Association
Q7374037,Royal Commission on the Ancient and Historical Monuments of Wales
Q3309454,Institute of Welsh Affairs
Q12039010,Muzeum Vysočiny Třebíč
Q7093776,Oneworld Publications
Q69392117,Orbis
Q16670499,Pocket Jeunesse
Q67774475,Welsh County Archivists Group
Q63975198,Pantycelyn Press
Q193559,Valve Corporation
Q27474,New Directions Publishing
Q20596654,Court of the National Eisteddfod
Q70204838,Charles Gilpin
Q12041640,National Heritage Institute
Q12345846,British Esperanto Association
Q6781336,Maryland Center for History and Culture
Q7453098,Seren Books
Q3747226,Fondazione Ugo e Olga Levi
Q4250152,Parthian Books
Q67587235,Centro de Estudos de História do Atlântico
Q67180169,Graffeg
Q63975387,Kittiwake Books
Q16879120,Lavauzelle Graphic
Q7895914,University of New Mexico Press
Q27711998,The Medico-legal journal
Q59585065,Delarue
Q534629,Jiří Melantrich of Aventino
Q1768199,Great Russian Encyclopedia
Q2068724,Pendo Verlag
Q3830312,Leonard Smithers
Q3237769,Libertalia
Q4366448,Samara State Academy of Social Sciences and Humanities
Q16684355,Éditions Ouest-France
Q19448624,La Nación
Q17635530,LEG
Q30344467,Bachelier
Q28001672,"Kegan Paul, Trench & Co."
Q27334257,Noël Pissot
Q106938045,Reeves Lourensz Group Pty Ltd
Q56692063,"Grove's Dictionaries, Inc."
Q55697994,Beijing Publishing House
Q12270157,SDX Joint Publishing Company
Q69981321,Wenhui Publishing House
Q5959554,Shanghai Translation Publishing House
Q5965916,People's Literature Publishing House
Q42319458,Lothrop Publishing Company
Q10528616,Yilin Press
Q10932395,Foreign Language Teaching and Research Press
Q73744590,Svoboda
Q69966221,Ananda Publishers Private Limited
Q16065310,John Churchill
Q13135665,François Halma
Q10432920,Bonnier Carlsen Bokförlag
Q12311917,Forening for Boghaandværk
Q66010613,Neverland Editions
Q63352859,Cadhan Aonair
Q66314403,Jacques Lecoffre
Q66092486,Whitcomb & Barrows
Q66368493,William Curry Jum and Company
Q66141888,Andalucía Consejería de Obras Públicas y Vivienda
Q66424341,Éditions du Phare-Ouest
Q66120790,Occult Publishing Company
Q66459127,J.-B.-H. Leclerc
Q7094671,Ontario Geological Survey
Q3399436,Urdd Gobaith Cymru
Q4927908,Bloodaxe Books
Q279724,University of Tromsø – The Arctic University of Norway
Q1686510,Tromsø University Museum
Q937521,Norwegian Museum of Cultural History
Q1622108,Finnmark University College
Q488384,Hattfjelldal
Q486156,University of Oslo
Q1798122,Davvi Girji
Q5623821,Gwynedd Council
Q3102177,Gyldendal Norsk Forlag
Q1815176,The Saami Reindeer Herders’ Association of Norway
Q48880,Saltdal
Q1345,Philadelphia
Q3358586,Norwegian Sami Association
Q4129920,Sámi University of Applied Sciences
Q64203,Sámi Parliament of Norway
Q4571623,Nordic Sámi Institute
Q4493301,The North Norwegian Writers' Union
Q6513889,Pax Forlag
Q6517168,Saemien Sijte
Q4592232,Norwegian Saami Mission
Q515268,Welsh Office
Q12718521,Solum
Q11992722,Novus forlag
Q17770147,Ethnographic Museum
Q11968361,Fagbokforlaget
Q4356252,Iđut
Q7894425,Universitetsforlaget
Q1759286,Nordlys
Q1779468,University of Nordland
Q1622139,Oslo University College
Q1777834,Narvik University College
Q62851,Friedrich Arnold Brockhaus
Q3141954,Hubert Cazin
Q502217,Lavangen
Q314536,Norwegian University of Science and Technology
Q1311350,L'Illustration
Q2015034,oekom verlag
Q2296914,Society of Economic Geologists
Q71994246,Guangling shushe
Q23548,National Aeronautics and Space Administration
Q156598,Leiden University
Q50823797,Léon Genonceaux
Q33289994,Rodolphe Chamonal
Q6973574,National Institute for Consumer Research
Q4587685,Forlaget Oktober
Q7058916,Northern Research Institute
Q484088,Røyrvik
Q488955,Målselv
Q1309851,Schibsted
Q50378985,Jumava
Q9046805,Museo Diocesano de Barcelona
Q13127112,Cinnamon Press
Q962986,Norwegian Polar Institute
Q494053,Tydal
Q98915823,Jai Publisher
Q20588760,Christopher Davies Publishers
Q21684247,Joan Mey
Q65647079,Vecchiarelli Editore
Q2904802,Harrassowitz Verlag
Q2567583,La Voix du Nord
Q7131769,Panther Books
Q7895896,University of Nevada Press
Q4573844,Norwegian Institute for Urban and Regional Research
Q502566,Akershus University College
Q3579464,Éditions P.O.L
Q1787062,Saami Council
Q2000845,BBC Cymru Wales
Q2745177,National Eisteddfod of Wales
Q3112646,Welsh Government
Q50631,Troms
Q493517,Senedd
Q484097,Sørfold
Q1049200,Ságat
Q3397956,Environment Agency Wales
Q19393940,Unipub
Q11974929,Norwegian Directorate of Health
Q11004196,The Norwegian Institute for Nature Research
Q11991715,Nord-Troms Museum
Q11976069,Humanist Publishers
Q17194935,County Governor of Nordland
Q16889233,Nordkappmuseet
Q28719352,Cappelen Damm Akademisk
Q1089788,Church in Wales
Q1143242,University of Glamorgan
Q63975412,Montgomeryshire Genealogical Society
Q7981885,Welsh Development Agency
Q19599159,John Jones
Q6805562,Media Wales
Q7268639,"Qualifications, Curriculum and Assessment Authority for Wales"
Q13129174,Hughes and Sons
Q1725075,Norwegian University of Life Sciences
Q190238,Norwegian Broadcasting Corporation
Q20595599,Llyfrau'r Dryw
Q63975336,Gwasg Taf
Q57611940,John Penry Press
Q3735108,Beaivváš Sámi Theatre
Q499322,Welsh Language Society
Q577000,Welsh National Opera
Q4589007,Tiden Norsk Forlag
Q6516503,"Norwegian Archive, Library and Museum Authority"
Q5038400,Cardiff Council
Q5607260,Gregynog Press
Q5758076,Higher Education Funding Council for Wales
Q5166758,Conwy County Borough Council
Q5064127,Ceredigion County Council
Q5415404,Evan Griffiths
Q1072029,University of Wales
Q33786359,William Williams
Q67152065,Thomas Gee
Q58006950,Llyfrfa'r Methodistiaid Calfinaidd
Q53046445,Wales Tourist Board
Q56187007,Cyhoeddiadau Mei
Q20804715,John Cox
Q20804762,Robert Saunderson
Q29960090,David Jenkins
Q2603814,World Heritage Rock Art Centre - Alta Museum
Q6039240,Institute for Comparative Research in Human Culture
Q11979877,Kagge Publishing
Q11965463,"Faculty of Humanities, University of Oslo"
Q20734280,Richard Hughes
Q20599135,Clwyd County Council
Q503654,Vefsn
Q10691,Plaid Cymru
Q72210886,Pierre Blaizot
Q4667219,Aberystwyth Arts Centre
Q5260116,Department for Education and Skills
Q3400617,Countryside Council for Wales
Q3405876,Books Council of Wales
Q13132364,William Spurrell
Q251190,Gollegiella
Q25424345,Norwegian Journalist College
Q1420500,Swansea University
Q11957585,Alta lærerhøgskole
Q12009007,Varanger museum
Q11968822,Filadelfiaforlaget AS
Q6513467,Nord-Trøndelag University College
Q7845402,Tromsø University College
Q56178073,Gwent County Council
Q4809759,Association of Cricket Statisticians and Historians
Q6664103,Local Government Boundary Commission for Wales
Q16256368,Leaf Books
Q63967236,Bridge Books
Q28920009,T. Gee & Son
Q57733255,Cwmni y Cyhoeddwyr Cymreig
Q64139298,Thomas Howells
Q204457,University of Bergen
Q559440,Hendrik Nicolaas Werkman
Q1246399,MediaWorks
Q1816061,Pieter Cornelis Boutens
Q50617,Oppland
Q63975100,Drake Educational Associates
Q718728,Sámi Parliamentary Council
Q1989984,ASTA-theater
Q3579467,éditions Pardès
Q4356293,Research Council of Norway
Q4903496,Biblioteksentralen
Q104379,Vadsø
Q74565295,Maandblad Success
Q763388,Home Office
Q67866317,Audit Commitee
Q18745111,Champ Vallon
Q7917501,Vavilla Ramaswamy Sastrulu and Sons
Q18484117,Secretary of Education of the State of Bahia
Q20967477,De Blauwe Schuit
Q20668224,C.A.J. van Dishoeck
Q52660587,Wydawnictwa AGH
Q18654981,Gerardus Theodorus Bom
Q55215560,Editorial Renacimiento
Q59530754,Pierre Rocolet
Q7161994,Pembrokeshire County Council
Q7236943,Powys County Council
Q12009010,Várjjat Sámi Musea
Q12718840,Sámi Áigi
Q15121129,Nordland Research Institute
Q1149499,Czernin Verlag
Q67642646,"Department of the Environment, Transport and the Regions"
Q94394399,Uitgeverij H.A.M. Roelants
Q97011198,Hendrik Vleck
Q97020294,Samsom
Q107277053,R.J. Schierbeek Sr.
Q72625009,Fratelli Bocca
Q94383880,Uitgeverij C.M. van Gogh
Q94389478,wed. Jan van Terveen en Zoon
Q60042813,Uitgeverij A.W. Sijthoff
Q67863511,Mulfran Press
Q3315390,Ministry of Overseas France
Q5429350,Fafo Foundation
Q3409088,Présence Africaine
Q3803707,Istituto Centrale per il Catalogo Unico
Q3967663,Stabilimenti Poligrafici Riuniti
Q3399836,Thomas Gee
Q2526307,Planeta DeAgostini
Q2888377,Biblioteca de Autores Cristianos
Q5817854,Ediciones Encuentro
Q20733046,Evan William Evans
Q6978120,National Rivers Authority
Q20734137,Peter Maelor Evans
Q179501,Pontifical University of Salamanca
Q52636130,ABM-Media
Q2822396,Academy of Sciences of Turin
Q67638635,Constitutional and Legislative Affairs Committee - Fourth Assembly
Q56881382,Jarvis & Foster
Q56183067,Public Accounts Committee - Fourth Assembly
Q57742279,Educational Publishing Co.
Q72549271,Editions Howeg
Q10333776,Museum of Sacred Art
Q26944834,Société française d’histoire d’outre-mer
Q29015986,Charles-Théodore Mozard
Q66549865,"Association pour l'étude de la colonisation européenne, 1750-1850"
Q72407952,Editor José J. de Olañeta
Q371820,Reader's Digest
Q707850,Jewish Museum in Prague
Q11507563,Japan Library Association
Q5240604,David Van Nostrand
Q5817898,Ediciones Paidós
Q5486202,Johnny Kniga
Q67297466,Alice Williams
Q2893244,Feldheim Publishers
Q7791916,Thomas Longman
Q5817900,Ediciones Palabra
Q5894768,Herder Editorial
Q5941590,Humphrey S. Milford
Q12048294,"Faculty of Science, Charles University"
Q4785161,Arcadia Publishing
Q7861586,Tyrone Constitution
Q3404524,Seren Gomer
Q3009634,Ediciones Cátedra
Q6901162,Monmouthshire County Council
Q2963556,Chikuma Shobō
Q13128813,Gwasg Aberystwyth
Q63967279,Language Studies Centre
Q64140241,Welsh Consumer Council
Q63974984,Clwyd Family History Society
Q82038190,Wilkie and Robinson
Q67153133,Health Promotion Wales
Q20875391,Editorial Alrevés
Q18681470,Edward Arnold
Q18287310,Hamburger Edition
Q73759436,Sōgō Kagaku Shuppan
Q74075664,PVS Pressevertrieb Saar
Q70678901,Research Institute of Communication in Art
Q70713744,Monte Carmelo
Q70748348,Ediciones Fax
Q43374241,Editorial Claret
Q18696256,Grup Enciclopèdia Catalana
Q50419525,EUNSA
Q50632,Finnmark
Q57496863,W. Spurrell & Son
Q63967297,Canolfan Peniarth
Q56178117,Gwynedd Family History Society
Q65063871,Mid Glamorgan County Council
Q67779929,Housing Directorate
Q67866515,Public Accounts Committee - Third Assembly
Q6513353,Norges almenvitenskapelige forskningsråd
Q10512265,GÁLDU Resource Centre for the Rights of Indigenous Peoples
Q4579380,Norwegian Institute for Social Research
Q113710,Andøy
Q67862764,The Montgomaryshire Society
Q12717280,Noregs boklag
Q16799055,Sør-Varanger museum
Q67859451,Local Government Data Unit - Wales
Q3279950,House for human sciences
Q67376934,Awen
Q67385390,Clwyd Educational Technology Centre
Q68027925,"Food, Fisheries and Market Development Unit"
Q6071313,Irish Unionist Alliance
Q67638282,Health and Social Care Committee - Fourth Assembly
Q832685,Welsh Labour
Q74811324,Maunsel & Company Limited
Q11918022,Editorial Laia
Q56185784,William Dew & Son
Q24279038,Editorial Juventud
Q1647895,Maritime Museum
Q61431612,Editorial Casals
Q2392237,Local Government Association
Q5123523,City and County of Swansea Council
Q67269878,Health Promotion Division
Q67289367,public health strategy division
Q5043224,Carmarthenshire County Council
Q5027832,Campaign for the Protection of Rural Wales
Q6866602,"Ministry of Agriculture, Fisheries and Food"
Q16991557,Sport Wales
Q67636914,Finance Committee - Third Assembly
Q5305697,Drama Association of Wales
Q5572991,Glynn Vivian Art Gallery
Q67919742,Public Information and Education Service
Q7900311,Urdd National Eisteddfod
Q6083890,Isle of Anglesey County Council
Q67386690,Child poverty unit
Q5415729,Evangelical Movement of Wales
Q52470489,Curiad
Q52520021,MEU Cymru
Q67291046,Public Health Improvement Division
Q67638084,"Communities, Equality and Local Government Committee - Fourth Assembly"
Q67647148,"Food, Fish and Market Development Division"
Q13127715,Dyfed County Council
Q4923796,Blaenau Gwent County Borough Council
Q238587,National Portrait Gallery
Q20734284,Richard Jones
Q24207759,Poole & Harding
Q915603,Museum of New Zealand Te Papa Tongarewa
Q67772381,Friends of Wrexham Museums
Q67911330,National Leadership & Innovation Agency For Healthcare
Q67999301,Young Writers
Q67777448,Headstart History Publishing
Q4917301,Bisexual Resource Center
Q8965148,Grup 62
Q17017872,Pluto Press
Q63975024,Crown House Publisher
Q18346797,Turku Museum Centre
Q67377134,Basic Skills Cymru
Q67914071,Play Wales
Q67928372,Statistical Directorate
Q4801458,Arts Council of Wales
Q67780923,Independent Thinking Press
Q67865660,Agriculture Policy Division
Q67781455,Higher Education Division
Q67388062,Community Housing Cymru
Q75267364,Silent Worker Print-Shop
Q75291449,Clarkson Woman's Club
Q76382627,Another manifestation
Q18737036,National Council for Educational Technology
Q197856,Zhonghua Book Company
Q10443141,Carlsson bokförlag
Q20575597,Accent Press
Q5118463,Chwarae Teg
Q4897754,Bethany House
Q63975398,Llygad Gwalch
Q67774810,Greeencroft Books
Q63975078,Envoi Poets Publishers
Q67377945,Cambria Publishing
Q67377604,Bryngold Books
Q75740571,Huyghe
Q75532722,FredsbaskerFörlaget
Q67922352,Rowanvale Books
Q67999041,Welsh Academic Press
Q67913899,Pesda Press
Q11062422,Guangxi Normal University Press
Q67911063,Statistical Publication Unit
Q67923025,Sigma Leisure
Q67294507,Alun Books
Q67912696,Old Bakehouse Publications
Q790029,Bangor University
Q67647008,Finance Committee - Third Assembly
Q67779329,"Health, Wellbeing and Local Government Committee - Third Assembly"
Q20599443,Cymru
Q20888920,Snowdonia National Park
Q67852968,Joseph Biddulph Pubisher
Q67384919,Candy Jar Books
Q67387335,Coch-y-Bonddu Books
Q67863923,St. David's Press
Q67387184,The Classical Press of Wales
Q67302197,Healthcare inspectorate Wales
Q67644684,Department for Social Justice and Local Government
Q67922213,Research and Information Unit
Q67920105,pwyllgor Llên Eisteddfod Cwm Gwendraeth
Q5598450,Graywolf Press
Q4819572,Auckland University Press
Q67853584,The Kenfig Society
Q56185682,West Glamorgan County Council
Q314880,Directmedia Publishing GmbH
Q7034281,Nihon Bungeisha
Q7895076,University of Arkansas Press
Q67911180,National Association for Ceramics in Higher Education
Q10883533,People's Publishing House
Q67782102,John Richard Williams
Q67386428,Celtic Educational Services
Q60998027,Jacob Dybwads forlag
Q33833385,Hugh Hughes
Q76434921,J. Gabalda
Q67644191,Department of Social Justice and Regeneration
Q67777802,NHS Hospital Advisory Service
Q4687157,Reflex
Q14479999,Welsh Local Government Association
Q67913162,Opening Chapter
Q3404000,Centre for Alternative Technology
Q6283821,Joseph Harris
Q67776862,Hafan Books
Q1035745,Cardiff University
Q67921134,Rack Press
Q67625105,Directorate for Public Health and Health Professions
Q67913663,Oriel Davies Gallery
Q28354969,Stewart Williams
Q67930665,Treaty for Government
Q67912819,The Old Stile Press
Q29957538,David Jenkin
Q422404,Government of Canada
Q1410347,Ffotogallery
Q7696983,Television Wales and the West
Q67860164,Local Government Operational Research Unit
Q67912408,Office of the Deputy Prime Minister
Q12059446,Toužimský a Moravec
Q5177546,Countryside Commission
Q67639901,Spiritual Assembly Of The Baha'is Of Ceredigion
Q67640266,Farming Connect
Q57450256,Aureus Publishing Limited
Q6954180,NHS Wales
Q6972149,National Deaf Children's Society
Q67864220,Starborn Books
Q333206,Yonhap News Agency
Q63975425,Stephenson and Alexander
Q67639150,"Children, Young People and Education Committee - Fourth Assembly"
Q63874313,Ray Lawrence
Q3564079,Czechoslovak National Council
Q59746,Arts Council of Great Britain
Q7936287,Visit Wales
Q68027459,Welsh European Funding Office
Q56883221,Evans and Short
Q67859031,Llewinllyn-Westlake
Q55339447,Zepter Museum
