qid,searched,matches,after_work_by,school_of,workshop_of,last_first,description,name,creator_string
Q6786928,yes,yes,,,,"Brown, Marvin P.","American painter, educator, born 1943",Marvin P. Brown,"[""Brown, Marvin P. (American painter, educator, born 1943)""]"
Q5538976,yes,yes,,,,"Browne, George Elmer","American painter, 1871-1946",George Elmer Browne,"[""Browne, George Elmer (American painter, 1871-1946)""]"
Q16297945,yes,yes,,,,"Bru, Roser","Spanish painter and engraver, born 1923, active in Chile",Roser Bru,"[""Bru, Roser (Spanish painter and engraver, born 1923, active in Chile)""]"
Q7029366,yes,yes,,,,"Bruyn, Nicolaes de","Flemish painter, engraver, and dealer, 1571-1656",Nicolaes de Bruyn,"[""Bruyn, Nicolaes de (Flemish painter, engraver, and dealer, 1571-1656)""]"
,yes,no,,,,"Bryant, Edan M.","1978-, born Nashville, TN",Edan M. Bryant,"[""Bryant, Edan M. (1978-, born Nashville, TN)"", ""Bryant, Edan M. 1978, born Nashville, TN)"",""Bryant, Edan M., (1978-, born Nashville, TN)"",""Bryant, Edan M., for Hatch Show Print (1978-, born Nashville, TN)""]"
,yes,yes,,,,"Bryant, Olen","1927-2017, born Cookeville, TN",Olen Bryant,"[""Bryant, Olen (1927-2017, born Cookeville, TN)""]"
,yes,no,,,,Bryce McCloud,"1975, born Nashville, TN",Bryce McCloud,"[""Bryce McCloud (1975, born Nashville, TN)""]"
Q52911390,yes,yes,,,,"Buchner, Hans","1856-1941, born Stuttgart, Germany, died Munich",Hans Buchner,"[""Buchner, Hans (1856-1941, born Stuttgart, Germany, died Munich)""]"
,yes,yes,,,,Bunbury and Gardiner,,Bunbury,"[""Bunbury and Gardiner""]"
Q51909432,yes,yes,,,,"Burden, Chris","American sculptor, performance artist, and installation artist, born 1946",Chris Burden,"[""Burden, Chris (American sculptor, performance artist, and installation artist, born 1946)""]"
,yes,no,,,,"Burg, Patricia Jean","Canadian artist, born 1934",Patricia Jean Burg,"[""Burg, Patricia Jean (Canadian artist, born 1934)""]"
,yes,no,,,,"Burke, G.",,G. Burke,"[""Burke, G.""]"
Q610532,yes,yes,,,,"Burlyuk, David","Ukrainian painter and writer, 1882-1967, active in the United States",David Burlyuk,"[""Burlyuk, David (Ukrainian painter and writer, 1882-1967, active in the United States)""]"
Q21461198,yes,yes,,,,"Burn, Bruce",,Bruce Burn,"[""Burn, Bruce""]"
Q1699461,yes,yes,,,,"Burnet, John","Scottish engraver, painter, and writer, 1784-1868",John Burnet,"[""Burnet, John (Scottish engraver, painter, and writer, 1784-1868)""]"
Q492909,yes,yes,,,,"Bury, Pol","Belgian painter, sculptor, and graphic artist, 1922-2005",Pol Bury,"[""Bury, Pol (Belgian painter, sculptor, and graphic artist, 1922-2005)""]"
Q75972276,yes,yes,,,,"Bury, Thomas Talbot","English architect and painter, 1811-1877",Thomas Talbot Bury,"[""Bury, Thomas Talbot (English architect and painter, 1811-1877)"",""Bury, Thomas Talbot (1811-1877) and Pyall, H. (active ca. 1833)"",""Bury, Thomas Talbot and Pyall, Henry""]"
Q18508039,yes,yes,,,,"Bush, Charles Green","American draftsman, caricaturist, and woodcutter, 1842-1909",Charles Green Bush,"[""Bush, Charles Green (American draftsman, caricaturist, and woodcutter, 1842-1909)""]"
,yes,no,,,,"Bush, Claire","1933-, born Pocono Lake, PA",Claire Bush,"[""Bush, Claire (1933-, born Pocono Lake, PA)""]"
Q6390816,yes,yes,,,,"Bushnell, Kenneth Wayne","American painter, designer, and scenographer, born 1933",Kenneth Wayne Bushnell,"[""Bushnell, Kenneth Wayne (American painter, designer, and scenographer, born 1933)""]"
Q21637076,yes,no,,,,"Büsinck, Ludwig","German painter and wood engraver, born ca. 1590",Ludwig Büsinck,"[""Büsinck, Ludwig (German painter and wood engraver, born ca. 1590)""]"
Q16197627,yes,yes,,,,"Busing, Ludolph","German painter, born 1599 or 1602, died 1669",Ludolph Busing,"[""Busing, Ludolph (German painter, born 1599 or 1602, died 1669)""]"
,yes,yes,,,,"Butcher, Nick","1980-, born Dyersburg, TN",Nick Butcher,"[""Butcher, Nick (1980-, born Dyersburg, TN)""]"
Q76042238,yes,yes,,,,"Butler, John F.",1890-1976,John F. Butler,"[""Butler, John F. (1890-1976)""]"
Q21985030,yes,yes,,,,"Butler, Mary","American painter, 1865-1946",Mary Butler,"[""Butler, Mary (American painter, 1865-1946)""]"
,yes,no,,,,"Buxkamper, Barry",1946-,Barry Buxkamper,"[""Buxkamper, Barry (1946-)""]"
Q21289417,yes,yes,,,,"Cabaillot-Lassalle, Louis-Simon","French painter and illustrator, born 1810",Louis-Simon Cabaillot-Lassalle,"[""Cabaillot-Lassalle, Louis-Simon (French painter and illustrator, born 1810)""]"
,yes,yes,,,,"Cabanes, Pierre Franz",,Pierre Franz Cabanes,"[""Cabanes, Pierre Franz""]"
Q180727,yes,yes,,,,"Cage, John",1912-1992,John Cage,"[""Cage, John (1912-1992) and Sumsion, Calvin (1942-2014)"",""Cage, John (1912-1992) and Sumison, Calvin (1942-2014)""]"
,yes,yes,,,,"Caillois, Roger",,Roger Caillois,"[""Caillois, Roger""]"
Q151580,yes,yes,,,,"Calder, Alexander","American sculptor, painter, and designer, 1898-1976",Alexander Calder,"[""Calder, Alexander (American sculptor, painter, and designer, 1898-1976)""]"
Q6130862,yes,yes,,,,"Caldwall, James","English printmaker, 1739-1819",James Caldwall,"[""Caldwall, James (English printmaker, 1739-1819)""]"
Q460124,yes,yes,,,,"Callot, Jacques","French etcher, engraver, and draftsman, 1592-1635",Jacques Callot,"[""Callot, Jacques (French etcher, engraver, and draftsman, 1592-1635)""]"
Q81384795,yes,yes,,,,"Camacho, Jorge","Cuban painter, born 1934",Jorge Camacho,"[""Camacho, Jorge (Cuban painter, born 1934)""]"
,yes,yes,,,,"Cameron, Don",1936-,Don Cameron,"[""Cameron, Don (1936-)""]"
Q6004250,yes,no,,,,"Campos-Pons, María Magdalena","Cuban installation artist, painter, and photographer, born 1959",María Magdalena Campos-Pons,"[""Campos-Pons, María Magdalena (Cuban installation artist, painter, and photographer, born 1959)""]"
,yes,no,,,,"Cantrell, Leon",,Leon Cantrell,"[""Cantrell, Leon""]"
Q51754428,yes,yes,,,,"Capp, Kristin","American photographer, born 1964",Kristin Capp,"[""Capp, Kristin (American photographer, born 1964)""]"
Q766867,yes,yes,,,,"Caresme, Jacques-Philippe","French painter and engraver, 1734-1796",Jacques-Philippe Caresme,"[""Caresme, Jacques-Philippe (French painter and engraver, 1734-1796)""]"
,yes,yes,,,,"Carey, Henry",,Henry Carey,"[""Carey, Henry""]"
,yes,yes,,,,Carle,,Carle,"[""Carle""]"
,yes,no,,,,"Carone, Matthew","1930-, born New Jersey",Matthew Carone,"[""Carone, Matthew (1930-, born New Jersey)"",""Carone, Matthew""]"
Q1967967,yes,yes,,,,"Carpi, Ugo da","Italian woodcutter, active 1502-1532",Ugo da Carpi,"[""Carpi, Ugo da (Italian woodcutter, active 1502-1532)""]"
Q316269,yes,yes,,,,"Carracci, Agostino","Italian painter, engraver, and draftsman, 1557-1602",Agostino Carracci,"[""Carracci, Agostino (Italian painter, engraver, and draftsman, 1557-1602)""]"
,yes,no,,,,"Carsen, Emil Soren",1848-1932,Emil Soren Carsen,"[""Carsen, Emil Soren (1848-1932)""]"
Q26262461,yes,yes,,,,"Carsman, Jon","American painter, 1944-1987",Jon Carsman,"[""Carsman, Jon (American painter, 1944-1987)""]"
Q16666530,yes,no,,,,"Casa, Nicolò della","French engraver, active 1543-1548 in Italy",Nicolò della Casa,"[""Casa, Nicolò della (French engraver, active 1543-1548 in Italy)""]"
,yes,no,,,,Casey D.Gill,"1981, born Monterey, CA",Casey D.Gill,"[""Casey D.Gill (1981, born Monterey, CA)""]"
Q173223,yes,yes,,,,"Cassatt, Mary","American painter and printmaker, 1844-1926, active in France",Mary Cassatt,"[""Cassatt, Mary (American painter and printmaker, 1844-1926, active in France)""]"
Q5440979,yes,yes,,,,"Castellon, Federico","American painter, 1914-1971",Federico Castellon,"[""Castellon, Federico (American painter, 1914-1971)"",""Castellon, Federico (1914-1971)""]"
Q326813,yes,yes,,,,"Castillo, Jorge","Spanish painter, sculptor, and printmaker, born 1933",Jorge Castillo,"[""Castillo, Jorge (Spanish painter, sculptor, and printmaker, born 1933)""]"
Q492111,yes,yes,,,,"Caulfield, Patrick","British painter and printmaker, born 1936",Patrick Caulfield,"[""Caulfield, Patrick (British painter and printmaker, born 1936)""]"
Q5563765,yes,yes,,,,"Cavalieri, Giovanni Battista de'","Italian printmaker, ca. 1525-1601",Giovanni Battista de' Cavalieri,"[""Cavalieri, Giovanni Battista de' (Italian printmaker, ca. 1525-1601)""]"
Q79651108,yes,yes,,,,"Cave, Peter le","British painter, 1769-1801",Peter le Cave,"[""Cave, Peter le (British painter, 1769-1801)""]"
Q2704031,yes,yes,,,,"Cavedone, Giacomo","Italian painter, 1577-1660",Giacomo Cavedone,"[""Cavedone, Giacomo (Italian painter, 1577-1660)""]"
Q2918353,yes,yes,,,,"Cesi, Carlo","Italian painter and engraver, ca. 1622-ca. 1682",Carlo Cesi,"[""Cesi, Carlo (Italian painter and engraver, ca. 1622-ca. 1682)""]"
,yes,no,,,,Ch'en Ku,", born P'eng-Ch'eng, China",Ch'en Ku,"[""Ch'en Ku (, born P'eng-Ch'eng, China)""]"
Q94296230,yes,yes,,,,"Chafetz, Sidney","American printmaker, born 1922",Sidney Chafetz,"[""Chafetz, Sidney (American printmaker, born 1922)""]"
Q93284,yes,yes,,,,"Chagall, Marc","Belorussian painter and designer, 1887-1985, active in France",Marc Chagall,"[""Chagall, Marc (Belorussian painter and designer, 1887-1985, active in France)""]"
Q1343964,yes,yes,,,,"Chagoya, Enrique","Mexican painter, sculptor, and printmaker, born 1955",Enrique Chagoya,"[""Chagoya, Enrique (Mexican painter, sculptor, and printmaker, born 1955)""]"
Q23927640,yes,yes,,,,"Challenger, Michael","British painter and sculptor, born 1939",Michael Challenger,"[""Challenger, Michael (British painter and sculptor, born 1939)""]"
,yes,yes,,,,Cham,"French printmaker, 1818-1879",Cham,"[""Cham (French printmaker, 1818-1879)""]"
Q468760,yes,yes,,,,"Chamberlain, John","American sculptor, 1927-2011",John Chamberlain,"[""Chamberlain, John (American sculptor, 1927-2011)""]"
,yes,yes,,,,"Chamberlain, Mitchell",,Mitchell Chamberlain,"[""Chamberlain, Mitchell""]"
Q23020275,yes,yes,,,,"Chambers, Charles Edward","American painter, illustrator, and graphic designer, 1883-1941",Charles Edward Chambers,"[""Chambers, Charles Edward (American painter, illustrator, and graphic designer, 1883-1941)""]"
,yes,no,,,,Chang Tse-tuan,,Chang Tse-tuan,"[""Chang Tse-tuan""]"
,yes,yes,,,,Chao Fen,,Chao Fen,"[""Chao Fen""]"
Q6140645,yes,yes,,,,"Chapin, James Ormsbee","American painter, 1887-1975",James Ormsbee Chapin,"[""Chapin, James Ormsbee (American painter, 1887-1975)""]"
Q265820,yes,yes,,,,"Chase, William Merritt","American painter and printmaker, 1849-1916",William Merritt Chase,"[""Chase, William Merritt (American painter and printmaker, 1849-1916)""]"
Q19654778,yes,yes,,,,"Chattock, Richard Samuel",1825-1906,Richard Samuel Chattock,"[""Chattock, Richard Samuel (1825-1906)""]"
Q28048030,yes,yes,,,,"Cheesman, Thomas","English engraver and miniaturist, 1760-after 1834",Thomas Cheesman,"[""Cheesman, Thomas (English engraver and miniaturist, 1760-after 1834)""]"
Q30132143,yes,yes,,,,"Cheffetz, Asa","American printmaker, 1896-1965",Asa Cheffetz,"[""Cheffetz, Asa (American printmaker, 1896-1965)""]"
,yes,yes,,,,Chen Yuzhang,,Chen Yuzhang,"[""Chen Yuzhang""]"
Q2827531,yes,yes,,,,"Cherkaoui, Ahmed","Moroccan painter, 1934-1967",Ahmed Cherkaoui,"[""Cherkaoui, Ahmed (Moroccan painter, 1934-1967)""]"
Q3087294,yes,yes,,,,"Chikanobu, Toyohara","Japanese printmaker and illustrator, 1838-1912",Toyohara Chikanobu,"[""Chikanobu, Toyohara (Japanese printmaker and illustrator, 1838-1912)""]"
,yes,no,,,,Chikuyodo,1860-1890,Chikuyodo,"[""Chikuyodo (1860-1890)""]"
Q156736,yes,yes,,,,"Chillida, Eduardo","Spanish sculptor, architect, and printmaker, 1924-2002",Eduardo Chillida,"[""Chillida, Eduardo (Spanish sculptor, architect, and printmaker, 1924-2002)""]"
Q6810674,yes,yes,,,,"Chin, Mel","American sculptor and environmental artist, born 1951",Mel Chin,"[""Chin, Mel (American sculptor and environmental artist, born 1951)""]"
,yes,no,,,,"Chiplis, Martha","1964-, born Indianapolis, IN",Martha Chiplis,"[""Chiplis, Martha (1964-, born Indianapolis, IN)""]"
,yes,no,,,,"Chokosai, Eisho","Japanese printmaker, active 1793-1799",Eisho Chokosai,"[""Chokosai, Eisho (Japanese printmaker, active 1793-1799)""]"
,yes,yes,,,,"Christie, John  and Logue, Christopher",,John Christie,"[""Christie, John  and Logue, Christopher""]"
Q42745780,yes,yes,,,,Christo,"American sculptor and environmental artist, born 1935",Christo,"[""Christo (American sculptor and environmental artist, born 1935)""]"
Q3141534,yes,yes,,,,"Christy, Howard Chandler","American illustrator and painter, 1873-1952",Howard Chandler Christy,"[""Christy, Howard Chandler (American illustrator and painter, 1873-1952)""]"
Q536197,yes,yes,,,,Chryssa,"American sculptor, born 1933",Chryssa,"[""Chryssa (American sculptor, born 1933)""]"
Q714363,yes,yes,,,,Chu Ming,"Taiwanese sculptor, born 1938",Chu Ming,"[""Chu Ming (Taiwanese sculptor, born 1938)""]"
,yes,no,,,,"Chwedczuk, M",,M Chwedczuk,"[""Chwedczuk, M""]"
Q476100,yes,yes,,,,"Cieslewicz, Roman","Polish graphic artist, 1930-1996",Roman Cieslewicz,"[""Cieslewicz, Roman (Polish graphic artist, 1930-1996)""]"
,yes,no,,,,"Clairey, Irene",,Irene Clairey,"[""Clairey, Irene""]"
,yes,yes,,,,"Clark, J.",,J. Clark,"[""Clark, J.""]"
Q94533007,yes,yes,,,,"Clark, James O.","American sculptor, born 1948",James O. Clark,"[""Clark, James O. (American sculptor, born 1948)""]"
Q30743874,yes,yes,,,,"Clark, Thomas A.","1944-, born Greenock, Glasgow, Scotland, UK",Thomas A. Clark,"[""Clark, Thomas A.  (1944-, born Greenock, Glasgow, Scotland, UK)"",""Clark, Thomas A. (1944-, born Greenock, Glasgow, Scotland, UK)""]"
Q537652,yes,no,,,,"Clavé, Antoni","Spanish painter and sculptor, 1913-2005, active in France",Antoni Clavé,"[""Clavé, Antoni (Spanish painter and sculptor, 1913-2005, active in France)""]"
Q2959082,yes,yes,,,,"Clays, Paul Jean","Belgian painter, 1819-1900",Paul Jean Clays,"[""Clays, Paul Jean (Belgian painter, 1819-1900)""]"
,yes,yes,,,,"Clayton, Charles",,Charles Clayton,"[""Clayton, Charles""]"
Q1395740,yes,yes,,,,"Clergue, Lucien","French photographer, born 1934",Lucien Clergue,"[""Clergue, Lucien (French photographer, born 1934)""]"
Q453883,yes,yes,,,,"Close, Chuck","American painter and printmaker, born 1940",Chuck Close,"[""Close, Chuck (American painter and printmaker, born 1940)""]"
Q2958262,yes,yes,,,,"Cochin, Charles-Nicolas, the elder","French engraver, 1688-1754",Charles-Nicolas Cochin the elder,"[""Cochin, Charles-Nicolas, the elder (French engraver, 1688-1754)""]"
Q6141049,yes,yes,,,,"Cockburn, James Pattison","British painter, illustrator, and soldier, 1779-1847",James Pattison Cockburn,"[""Cockburn, James Pattison (British painter, illustrator, and soldier, 1779-1847)""]"
Q83158,yes,yes,,,,"Cocteau, Jean","French writer, filmmaker, and draftsman, 1889-1963",Jean Cocteau,"[""Cocteau, Jean (French writer, filmmaker, and draftsman, 1889-1963)""]"
Q7634046,yes,yes,,,,"Coe, Sue","English painter, draftsman, and etcher, born 1951, active in the United States",Sue Coe,"[""Coe, Sue (English painter, draftsman, and etcher, born 1951, active in the United States)""]"
Q822353,yes,yes,,,,"Cohen, Bernard","British painter and printmaker, born 1933",Bernard Cohen,"[""Cohen, Bernard (British painter and printmaker, born 1933)""]"
Q57915535,yes,yes,,,,"Cohen, Elaine Lustig","American painter and designer, born 1927",Elaine Lustig Cohen,"[""Cohen, Elaine Lustig (American painter and designer, born 1927)""]"
,yes,yes,,,,"Cohen, George Etta Brinkley",,George Etta Brinkley Cohen,"[""Cohen, George Etta Brinkley""]"
,yes,yes,,,,"Cohen, Jean","1927-2013, born Brooklyn, NY, died Long Island, NY",Jean Cohen,"[""Cohen, Jean (1927-2013, born Brooklyn, NY, died Long Island, NY)"",""Cohen, Jean (1927-2013, born New York, NY, died Long Island, NY)""]"
,yes,no,,,,"Cohick, Aaron",,Aaron Cohick,"[""Cohick, Aaron""]"
Q347455,yes,yes,,,,"Coignet, Jules","French painter, draftsman, and lithographer, 1798-1860",Jules Coignet,"[""Coignet, Jules (French painter, draftsman, and lithographer, 1798-1860)""]"
Q7807116,yes,yes,,,,"Cole, Timothy","American printmaker, born in England, 1852-1931",Timothy Cole,"[""Cole, Timothy (American printmaker, born in England, 1852-1931)""]"
,yes,yes,,,,"Cole, Willie","American artist, born 1955",Willie Cole,"[""Cole, Willie (American artist, born 1955)""]"
Q2676807,yes,yes,,,,"Colescott, Robert","American painter, 1925-2009",Robert Colescott,"[""Colescott, Robert (American painter, 1925-2009)""]"
,yes,yes,,,,"Collado, Lisa",,Lisa Collado,"[""Collado, Lisa""]"
Q1293858,yes,yes,,,,"Compton, Edward Theodore","British painter, 1849-1921",Edward Theodore Compton,"[""Compton, Edward Theodore (British painter, 1849-1921)""]"
Q6385757,yes,yes,,,,"Connell, Kelli","American photographer, born 1974",Kelli Connell,"[""Connell, Kelli (American photographer, born 1974)""]"
Q991589,yes,yes,,,,"Conner, Bruce",1933-2008,Bruce Conner,"[""Conner, Bruce  (1933-2008)"",""Conner, Bruce (American assemblage artist and filmmaker, 1933-2008)""]"
,yes,yes,,,,"Connor, Colin",,Colin Connor,"[""Connor, Colin""]"
Q62032165,yes,yes,,,,"Conover, Robert","1920-1998, born Trenton, NJ, died New York, NY",Robert Conover,"[""Conover, Robert (1920-1998, born Trenton, NJ, died New York, NY)""]"
,yes,no,,,,"Conse, C.",,C. Conse,"[""Conse, C.""]"
,yes,yes,,,,"Conti, A.",,A. Conti,"[""Conti, A.""]"
Q81003794,yes,yes,,,,"Cooper, Frederic G.","American poster artist, illustrator, and author, 1883-1962",Frederic G. Cooper,"[""Cooper, Frederic G. (American poster artist, illustrator, and author, 1883-1962)""]"
Q100772456,yes,yes,,,,"Cooper, Thomas","British photographer, born 1946",Thomas Cooper,"[""Cooper, Thomas (British photographer, born 1946)""]"
Q16011308,yes,yes,,,,"Coplan, Maxwell Frederic",1912-1985,Maxwell Frederic Coplan,"[""Coplan, Maxwell Frederic (1912-1985)""]"
,yes,no,,,,Cordnin,,Cordnin,"[""Cordnin""]"
Q4865508,yes,yes,,,,"Coriolano, Bartolomeo","Italian woodcutter, ca. 1599-ca. 1676",Bartolomeo Coriolano,"[""Coriolano, Bartolomeo (Italian woodcutter, ca. 1599-ca. 1676)""]"
Q6836743,yes,no,,,,"Cornè, Michele Felice","American painter born in Italy, 1752-1845",Michele Felice Cornè,"[""Cornè, Michele Felice (American painter born in Italy, 1752-1845)""]"
Q96788382,yes,yes,,,,"Cornelius, Aleta",1922-2002,Aleta Cornelius,"[""Cornelius, Aleta (1922-2002)""]"
Q6231284,yes,yes,,,,"Costigan, John E.","American painter, 1888-1972",John E. Costigan,"[""Costigan, John E. (American painter, 1888-1972)""]"
Q1288248,yes,yes,,,,"Cotman, John Sell","English painter and etcher, 1782-1842",John Sell Cotman,"[""Cotman, John Sell (English painter and etcher, 1782-1842)""]"
,yes,yes,,,,"Couche, Jacques","b. 1759, born Abbeville",Jacques Couche,"[""Couche, Jacques (b. 1759, born Abbeville)""]"
Q1366347,yes,yes,,,,"Courtois, Jacques","French painter and printmaker, 1621-1676, active in Italy",Jacques Courtois,"[""Courtois, Jacques (French painter and printmaker, 1621-1676, active in Italy)""]"
Q5494910,yes,yes,,,,"Cozzens, Frederick Schiller","American painter and illustrator, 1846-1928",Frederick Schiller Cozzens,"[""Cozzens, Frederick Schiller (American painter and illustrator, 1846-1928)""]"
Q24503,yes,yes,,,,"Craig-Martin, Michael","Irish painter, born 1941, active in England",Michael Craig-Martin,"[""Craig-Martin, Michael (Irish painter, born 1941, active in England)""]"
,yes,no,,,,"Craig, R.H.",,R.H. Craig,"[""Craig, R.H.""]"
Q191748,yes,yes,,,,"Cranach, Lucas, the elder","German painter, draftsman, and printmaker, 1472-1553",Lucas Cranach the elder,"[""Cranach, Lucas, the elder (German painter, draftsman, and printmaker, 1472-1553)""]"
,yes,no,,,,"Creightney, Karsten","1976-, born Albuquerque, New Mexico",Karsten Creightney,"[""Creightney, Karsten  (1976-, born Albuquerque, New Mexico)""]"
Q1349738,yes,yes,,,,"Crivelli, Vittore","Italian painter, ca. 1444-ca. 1501",Vittore Crivelli,"[""Crivelli, Vittore (Italian painter, ca. 1444-ca. 1501)""]"
Q3503915,yes,yes,,,,"Crome, John","English painter, 1768-1821",John Crome,"[""Crome, John (English painter, 1768-1821)""]"
Q1451318,yes,yes,,,,"Cropsey, Jasper Francis","American painter and architect, 1823-1900",Jasper Francis Cropsey,"[""Cropsey, Jasper Francis (American painter and architect, 1823-1900)""]"
